,name,category,original,sale,link
0,Nike Sportswear Storm-FIT Windrunner,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-storm-fit-windrunner-mens-hooded-jacket-1XlGm6/DD6795-077
1,Nike Revolution 5,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001
2,Nike Sportswear Premium Essential,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-premium-essential-mens-t-shirt-SS1mBB/DB3193-010
3,Nike Therma,Men's Basketball Pants,$200,$150.97,https://www.nike.com/t/therma-mens-basketball-pants-lvkRL2/DM0995-010
4,Nike Therma HBR,Men's Basketball Pullover Hoodie,$200,$150.97,https://www.nike.com/t/therma-hbr-mens-basketball-pullover-hoodie-fLPnB7/DM0992-010
5,Nike Therma-FIT Repel Run Division Miler,Men's Running Jacket,$200,$150.97,https://www.nike.com/t/therma-fit-repel-run-division-miler-mens-running-jacket-dfK1hf/DD6102-077
6,Nike Benassi JDI,Men's Slides,$200,$150.97,https://www.nike.com/t/benassi-jdi-mens-slides-JMOEGm/343880-001
7,Nike Air Max 97,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-97-mens-shoes-7HhHJk/DM8126-001
8,"Nike SFB Field 2 8"" GORE-TEX",Tactical Boot,$200,$150.97,https://www.nike.com/t/sfb-field-2-8-gore-tex-tactical-boot-hk7SJs/AQ1199-001
9,Nike Free X Metcon 2,Men's Training Shoe,$200,$150.97,https://www.nike.com/t/free-x-metcon-2-mens-training-shoe-9s2JzN/AQ8306-004
10,Nike Free Run Trail,Men's Shoes,$200,$150.97,https://www.nike.com/t/free-run-trail-mens-shoes-Hk55DQ/CW5814-400
11,Nike Air Max 90,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-90-mens-shoes-0dDPPK/DM8316-400
12,Nike Air Max Pre-Day LX,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-pre-day-lx-mens-shoes-JBXGg7/DC5330-300
13,Nike Sportswear Swoosh,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-hoodie-2Y7gjl/826433-063
14,Nike Blazer Low X,Men's Shoes,$200,$150.97,https://www.nike.com/t/blazer-low-x-mens-shoes-SBj1Gh/DA2045-100
15,Nike Air Zoom-Type SE,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-type-se-mens-shoes-QPrxxj/CV2220-100
16,Nike SB,Fleece Graphic Skate Shorts,$200,$150.97,https://www.nike.com/t/sb-fleece-graphic-skate-shorts-xZBQ5F/DH1994-010
17,Nike Challenger OG,Men's Shoes,$200,$150.97,https://www.nike.com/t/challenger-og-mens-shoes-wrhSPb/CW7645-002
18,Nike SB Zoom Stefan Janoski Canvas RM,Skate Shoes,$200,$150.97,https://www.nike.com/t/sb-zoom-stefan-janoski-canvas-rm-skate-shoes-qfDpRn/AR7718-500
19,Nike Dri-FIT Legend,Men's Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-legend-mens-training-t-shirt-knTPqEkv/718833-010
20,Nike Free RN 2018,Men's Running Shoe,$200,$150.97,https://www.nike.com/t/free-rn-2018-mens-running-shoe-4VTnGqeZ/942836-003
21,Nike Chance,Sunglasses,$200,$150.97,https://www.nike.com/t/chance-sunglasses-4xc9pk/EV1218-266
22,Nike Yoga,Men's Pants,$200,$150.97,https://www.nike.com/t/yoga-mens-pants-FCVVZG/CU6782-203
23,"Nike Pro ""Sports Specialties"" Script",Cap,$200,$150.97,https://www.nike.com/t/pro-sports-specialties-script-cap-THgBfK/DJ5695-010
24,Nike Sportswear Storm-FIT Windrunner,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-storm-fit-windrunner-mens-hooded-jacket-1XlGm6/DD6795-077
25,Nike Revolution 5,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001
26,Nike Sportswear Premium Essential,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-premium-essential-mens-t-shirt-SS1mBB/DB3193-010
27,Nike Therma,Men's Basketball Pants,$200,$150.97,https://www.nike.com/t/therma-mens-basketball-pants-lvkRL2/DM0995-010
28,Nike Therma HBR,Men's Basketball Pullover Hoodie,$200,$150.97,https://www.nike.com/t/therma-hbr-mens-basketball-pullover-hoodie-fLPnB7/DM0992-010
29,Nike Therma-FIT Repel Run Division Miler,Men's Running Jacket,$200,$150.97,https://www.nike.com/t/therma-fit-repel-run-division-miler-mens-running-jacket-dfK1hf/DD6102-077
30,Nike Benassi JDI,Men's Slides,$200,$150.97,https://www.nike.com/t/benassi-jdi-mens-slides-JMOEGm/343880-001
31,Nike Air Max 97,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-97-mens-shoes-7HhHJk/DM8126-001
32,"Nike SFB Field 2 8"" GORE-TEX",Tactical Boot,$200,$150.97,https://www.nike.com/t/sfb-field-2-8-gore-tex-tactical-boot-hk7SJs/AQ1199-001
33,Nike Free X Metcon 2,Men's Training Shoe,$200,$150.97,https://www.nike.com/t/free-x-metcon-2-mens-training-shoe-9s2JzN/AQ8306-004
34,Nike Free Run Trail,Men's Shoes,$200,$150.97,https://www.nike.com/t/free-run-trail-mens-shoes-Hk55DQ/CW5814-400
35,Nike Air Max 90,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-90-mens-shoes-0dDPPK/DM8316-400
36,Nike Air Max Pre-Day LX,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-pre-day-lx-mens-shoes-JBXGg7/DC5330-300
37,Nike Sportswear Swoosh,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-hoodie-2Y7gjl/826433-063
38,Nike Blazer Low X,Men's Shoes,$200,$150.97,https://www.nike.com/t/blazer-low-x-mens-shoes-SBj1Gh/DA2045-100
39,Nike Air Zoom-Type SE,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-type-se-mens-shoes-QPrxxj/CV2220-100
40,Nike SB,Fleece Graphic Skate Shorts,$200,$150.97,https://www.nike.com/t/sb-fleece-graphic-skate-shorts-xZBQ5F/DH1994-010
41,Nike Challenger OG,Men's Shoes,$200,$150.97,https://www.nike.com/t/challenger-og-mens-shoes-wrhSPb/CW7645-002
42,Nike SB Zoom Stefan Janoski Canvas RM,Skate Shoes,$200,$150.97,https://www.nike.com/t/sb-zoom-stefan-janoski-canvas-rm-skate-shoes-qfDpRn/AR7718-500
43,Nike Dri-FIT Legend,Men's Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-legend-mens-training-t-shirt-knTPqEkv/718833-010
44,Nike Free RN 2018,Men's Running Shoe,$200,$150.97,https://www.nike.com/t/free-rn-2018-mens-running-shoe-4VTnGqeZ/942836-003
45,Nike Chance,Sunglasses,$200,$150.97,https://www.nike.com/t/chance-sunglasses-4xc9pk/EV1218-266
46,Nike Yoga,Men's Pants,$200,$150.97,https://www.nike.com/t/yoga-mens-pants-FCVVZG/CU6782-203
47,"Nike Pro ""Sports Specialties"" Script",Cap,$200,$150.97,https://www.nike.com/t/pro-sports-specialties-script-cap-THgBfK/DJ5695-010
48,Nike Sportswear Tech Fleece,Men's Shorts,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-shorts-8sXggV/CU4503-410
49,"Nike Therma-FIT ADV ACG ""Lunar Lake""",Puffer Vest,$200,$150.97,https://www.nike.com/t/therma-fit-adv-acg-lunar-lake-puffer-vest-2jQXXX/DH3075-010
50,Nike Sportswear Club,Men's French Terry Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-club-mens-french-terry-hoodie-zHSNdX/DO6163-310
51,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Soccer Shoe,$200,$150.97,https://www.nike.com/t/react-tiempo-legend-9-pro-ic-indoor-court-soccer-shoe-JjRFg1/DA1183-403
52,Nike Dri-FIT,Men's Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-running-t-shirt-0X7STF/DD4470-063
53,Jordan Dri-FIT Air,Men's Diamond Allover Printed Shorts,$200,$150.97,https://www.nike.com/t/jordan-dri-fit-air-mens-diamond-allover-printed-shorts-KBxg43/DD0850-010
54,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-2l020l/CN1427-010
55,Nike SuperRep Go 2,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/superrep-go-2-mens-training-shoes-JdlPlj/DH2728-091
56,Nike AeroSwift,"Men's 2"" Running Shorts",$200,$150.97,https://www.nike.com/t/aeroswift-mens-2-running-shorts-5qt7L7/CJ7837-639
57,Nike Sportswear Fantasy Creature,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-fantasy-creature-mens-hoodie-2tmLLg/DM2249-133
58,Nike Dri-FIT Victory,Men's Printed Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-printed-golf-polo-3HlqLP/CU9843-842
59,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-WMplNS/AR4993-800
60,Jordan New York City,Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/jordan-new-york-city-mens-pullover-hoodie-p0QRNZ/DD8068-091
61,Nike Dri-FIT Elite Stripe,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-elite-stripe-mens-basketball-shorts-T5Pssx/CV1748-101
62,Nike ACG,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/acg-mens-t-shirt-64ddhd/DJ3642-670
63,Nike Sportswear Tech Fleece,Men's Washed Joggers,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-washed-joggers-4KR10t/CZ9918-455
64,Nike Dri-FIT DNA 3.0,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-dna-3-mens-basketball-shorts-Pg98XL/DA5844-065
65,Nike Everyday Cotton Stretch,Men's Boxer Briefs (3-Pack),$200,$150.97,https://www.nike.com/t/everyday-cotton-stretch-mens-boxer-briefs-3-pack-vRjq5Z/KE1107-811
66,Nike Sportswear,Men's Long-Sleeve T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-long-sleeve-t-shirt-qwrWHM/CI6291-102
67,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-5005p3/DD1272-307
68,Nike React Infinity Run Flyknit 2,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/react-infinity-run-flyknit-2-mens-road-running-shoes-DttDF2/CT2357-006
69,Nike Dri-FIT Vapor,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-vapor-mens-golf-polo-pGxCd1/CU9531-010
70,Nike Dri-FIT,Men's Basketball Jersey,$200,$150.97,https://www.nike.com/t/dri-fit-mens-basketball-jersey-T1qLCl/DA1041-010
71,Nike DBreak-Type,Men's Shoes,$200,$150.97,https://www.nike.com/t/dbreak-type-mens-shoes-CxCBss/CJ1156-601
72,Nike Sportswear Storm-FIT Windrunner,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-storm-fit-windrunner-mens-hooded-jacket-1XlGm6/DD6795-077
73,Nike Revolution 5,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001
74,Nike Sportswear Premium Essential,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-premium-essential-mens-t-shirt-SS1mBB/DB3193-010
75,Nike Therma,Men's Basketball Pants,$200,$150.97,https://www.nike.com/t/therma-mens-basketball-pants-lvkRL2/DM0995-010
76,Nike Therma HBR,Men's Basketball Pullover Hoodie,$200,$150.97,https://www.nike.com/t/therma-hbr-mens-basketball-pullover-hoodie-fLPnB7/DM0992-010
77,Nike Therma-FIT Repel Run Division Miler,Men's Running Jacket,$200,$150.97,https://www.nike.com/t/therma-fit-repel-run-division-miler-mens-running-jacket-dfK1hf/DD6102-077
78,Nike Benassi JDI,Men's Slides,$200,$150.97,https://www.nike.com/t/benassi-jdi-mens-slides-JMOEGm/343880-001
79,Nike Air Max 97,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-97-mens-shoes-7HhHJk/DM8126-001
80,"Nike SFB Field 2 8"" GORE-TEX",Tactical Boot,$200,$150.97,https://www.nike.com/t/sfb-field-2-8-gore-tex-tactical-boot-hk7SJs/AQ1199-001
81,Nike Free X Metcon 2,Men's Training Shoe,$200,$150.97,https://www.nike.com/t/free-x-metcon-2-mens-training-shoe-9s2JzN/AQ8306-004
82,Nike Free Run Trail,Men's Shoes,$200,$150.97,https://www.nike.com/t/free-run-trail-mens-shoes-Hk55DQ/CW5814-400
83,Nike Air Max 90,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-90-mens-shoes-0dDPPK/DM8316-400
84,Nike Air Max Pre-Day LX,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-pre-day-lx-mens-shoes-JBXGg7/DC5330-300
85,Nike Sportswear Swoosh,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-hoodie-2Y7gjl/826433-063
86,Nike Blazer Low X,Men's Shoes,$200,$150.97,https://www.nike.com/t/blazer-low-x-mens-shoes-SBj1Gh/DA2045-100
87,Nike Air Zoom-Type SE,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-type-se-mens-shoes-QPrxxj/CV2220-100
88,Nike SB,Fleece Graphic Skate Shorts,$200,$150.97,https://www.nike.com/t/sb-fleece-graphic-skate-shorts-xZBQ5F/DH1994-010
89,Nike Challenger OG,Men's Shoes,$200,$150.97,https://www.nike.com/t/challenger-og-mens-shoes-wrhSPb/CW7645-002
90,Nike SB Zoom Stefan Janoski Canvas RM,Skate Shoes,$200,$150.97,https://www.nike.com/t/sb-zoom-stefan-janoski-canvas-rm-skate-shoes-qfDpRn/AR7718-500
91,Nike Dri-FIT Legend,Men's Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-legend-mens-training-t-shirt-knTPqEkv/718833-010
92,Nike Free RN 2018,Men's Running Shoe,$200,$150.97,https://www.nike.com/t/free-rn-2018-mens-running-shoe-4VTnGqeZ/942836-003
93,Nike Chance,Sunglasses,$200,$150.97,https://www.nike.com/t/chance-sunglasses-4xc9pk/EV1218-266
94,Nike Yoga,Men's Pants,$200,$150.97,https://www.nike.com/t/yoga-mens-pants-FCVVZG/CU6782-203
95,"Nike Pro ""Sports Specialties"" Script",Cap,$200,$150.97,https://www.nike.com/t/pro-sports-specialties-script-cap-THgBfK/DJ5695-010
96,Nike Sportswear Tech Fleece,Men's Shorts,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-shorts-8sXggV/CU4503-410
97,"Nike Therma-FIT ADV ACG ""Lunar Lake""",Puffer Vest,$200,$150.97,https://www.nike.com/t/therma-fit-adv-acg-lunar-lake-puffer-vest-2jQXXX/DH3075-010
98,Nike Sportswear Club,Men's French Terry Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-club-mens-french-terry-hoodie-zHSNdX/DO6163-310
99,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Soccer Shoe,$200,$150.97,https://www.nike.com/t/react-tiempo-legend-9-pro-ic-indoor-court-soccer-shoe-JjRFg1/DA1183-403
100,Nike Dri-FIT,Men's Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-running-t-shirt-0X7STF/DD4470-063
101,Jordan Dri-FIT Air,Men's Diamond Allover Printed Shorts,$200,$150.97,https://www.nike.com/t/jordan-dri-fit-air-mens-diamond-allover-printed-shorts-KBxg43/DD0850-010
102,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-2l020l/CN1427-010
103,Nike SuperRep Go 2,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/superrep-go-2-mens-training-shoes-JdlPlj/DH2728-091
104,Nike AeroSwift,"Men's 2"" Running Shorts",$200,$150.97,https://www.nike.com/t/aeroswift-mens-2-running-shorts-5qt7L7/CJ7837-639
105,Nike Sportswear Fantasy Creature,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-fantasy-creature-mens-hoodie-2tmLLg/DM2249-133
106,Nike Dri-FIT Victory,Men's Printed Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-printed-golf-polo-3HlqLP/CU9843-842
107,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-WMplNS/AR4993-800
108,Jordan New York City,Men's Pullover Hoodie,$200,$150.97,https://www.nike.com/t/jordan-new-york-city-mens-pullover-hoodie-p0QRNZ/DD8068-091
109,Nike Dri-FIT Elite Stripe,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-elite-stripe-mens-basketball-shorts-T5Pssx/CV1748-101
110,Nike ACG,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/acg-mens-t-shirt-64ddhd/DJ3642-670
111,Nike Sportswear Tech Fleece,Men's Washed Joggers,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-washed-joggers-4KR10t/CZ9918-455
112,Nike Dri-FIT DNA 3.0,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-dna-3-mens-basketball-shorts-Pg98XL/DA5844-065
113,Nike Everyday Cotton Stretch,Men's Boxer Briefs (3-Pack),$200,$150.97,https://www.nike.com/t/everyday-cotton-stretch-mens-boxer-briefs-3-pack-vRjq5Z/KE1107-811
114,Nike Sportswear,Men's Long-Sleeve T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-long-sleeve-t-shirt-qwrWHM/CI6291-102
115,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-5005p3/DD1272-307
116,Nike React Infinity Run Flyknit 2,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/react-infinity-run-flyknit-2-mens-road-running-shoes-DttDF2/CT2357-006
117,Nike Dri-FIT Vapor,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-vapor-mens-golf-polo-pGxCd1/CU9531-010
118,Nike Dri-FIT,Men's Basketball Jersey,$200,$150.97,https://www.nike.com/t/dri-fit-mens-basketball-jersey-T1qLCl/DA1041-010
119,Nike DBreak-Type,Men's Shoes,$200,$150.97,https://www.nike.com/t/dbreak-type-mens-shoes-CxCBss/CJ1156-601
120,Nike Therma (MLB Boston Red Sox),Men's Pullover,$200,$150.97,https://www.nike.com/t/therma-boston-red-sox-mens-pullover-R5dptC/NKXBN1E-BR7
121,Nike Sportswear Therma-FIT Legacy,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-therma-fit-legacy-mens-hooded-jacket-dpRlXW/DD6857-084
122,Nike,Expandable Fanny Pack,$200,$150.97,https://www.nike.com/t/expandable-fanny-pack-1N30CX/N2364-082
123,Nike Sportswear,Men's Classic Fleece Crew,$200,$150.97,https://www.nike.com/t/sportswear-mens-classic-fleece-crew-H4zp9c/DA0021-399
124,Nike Essential Micro,Men's Boxer Briefs,$200,$150.97,https://www.nike.com/t/essential-micro-mens-boxer-briefs-CwlVzq/KE1091-012
125,Nike Dri-FIT ADV Tiger Woods,Men's Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-adv-tiger-woods-mens-golf-polo-nQlbxk/DA2995-017
126,Nike College (Oklahoma),Fleece Pants,$200,$150.97,https://www.nike.com/t/oklahoma-fleece-pants-4rRDm6/DH3751-063
127,Nike Metcon 5,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/metcon-5-mens-training-shoes-lFwjMP/AQ1189-001
128,Nike Dri-FIT Standard Issue,Men's Full-Zip Basketball Hoodie,$200,$150.97,https://www.nike.com/t/dri-fit-standard-issue-mens-full-zip-basketball-hoodie-j4WHn6/CK6362-063
129,Nike Vapor Edge Pro 360,Men's Football Cleats,$200,$150.97,https://www.nike.com/t/vapor-edge-pro-360-mens-football-cleats-Ff9S1D/AO8277-007
130,Nike Therma-FIT Repel Challenger,Men's Running Pants,$200,$150.97,https://www.nike.com/t/therma-fit-repel-challenger-mens-running-pants-cxjnfk/DD6215-084
131,Nike Dri-FIT Standard Issue,Men's Basketball Sweatshirt,$200,$150.97,https://www.nike.com/t/dri-fit-standard-issue-mens-basketball-sweatshirt-pbTB3s/DA6741-419
132,Nike Dri-FIT,Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/dri-fit-mens-basketball-shorts-vgS8mJ/CV1912-657
133,Nike College Replica (Michigan),Men's Basketball Jersey,$200,$150.97,https://www.nike.com/t/replica-michigan-mens-basketball-jersey-sfqzT5/AT8782-420
134,"Giannis ""Freak""",Men's Mesh Basketball Shorts,$200,$150.97,https://www.nike.com/t/giannis-freak-mens-mesh-basketball-shorts-VLS7fM/DA5689-010
135,Nike Air Max Genome,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-genome-mens-shoes-f4SHr3/CW1648-002
136,Nike College (Alabama),Men's Basketball Shorts,$200,$150.97,https://www.nike.com/t/alabama-mens-basketball-shorts-xKBTbD/DJ8424-698
137,Nike Waffle Trainer 2 SD,Men's Shoes,$200,$150.97,https://www.nike.com/t/waffle-trainer-2-sd-mens-shoes-ntNTQ5/DC8865-600
138,Nike Dri-FIT,Men’s Swoosh Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-swoosh-training-t-shirt-LwDhZh/CZ9724-100
139,Tiger Woods,Men's Knit Golf Sweater,$200,$150.97,https://www.nike.com/t/tiger-woods-mens-knit-golf-sweater-XlMQrh/CU9782-003
140,Nike Dri-FIT Victory,Men's 1/2-Zip Golf Top,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-1-2-zip-golf-top-F2TrfW/BV0398-419
141,Nike College Dri-FIT Spotlight (Duke),Men's Pants,$200,$150.97,https://www.nike.com/t/dri-fit-spotlight-duke-mens-pants-rkJWfM/DD6357-480
142,Nike Therma,Men's Training Pants,$200,$150.97,https://www.nike.com/t/therma-mens-training-pants-xV5QHN/932253-071
143,Nike College Retro (Ohio State),Men's Fleece Hoodie,$200,$150.97,https://www.nike.com/t/retro-ohio-state-mens-fleece-hoodie-Vshw50/DJ8341-063
144,Nike Sportswear Storm-FIT Windrunner,Men's Hooded Jacket,$200,$150.97,https://www.nike.com/t/sportswear-storm-fit-windrunner-mens-hooded-jacket-1XlGm6/DD6795-077
145,Nike Revolution 5,Men's Road Running Shoes,$200,$150.97,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001
146,Nike Sportswear Premium Essential,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-premium-essential-mens-t-shirt-SS1mBB/DB3193-010
147,Nike Therma,Men's Basketball Pants,$200,$150.97,https://www.nike.com/t/therma-mens-basketball-pants-lvkRL2/DM0995-010
148,Nike Therma HBR,Men's Basketball Pullover Hoodie,$200,$150.97,https://www.nike.com/t/therma-hbr-mens-basketball-pullover-hoodie-fLPnB7/DM0992-010
149,Nike Therma-FIT Repel Run Division Miler,Men's Running Jacket,$200,$150.97,https://www.nike.com/t/therma-fit-repel-run-division-miler-mens-running-jacket-dfK1hf/DD6102-077
150,Nike Benassi JDI,Men's Slides,$200,$150.97,https://www.nike.com/t/benassi-jdi-mens-slides-JMOEGm/343880-001
151,Nike Air Max 97,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-97-mens-shoes-7HhHJk/DM8126-001
152,"Nike SFB Field 2 8"" GORE-TEX",Tactical Boot,$200,$150.97,https://www.nike.com/t/sfb-field-2-8-gore-tex-tactical-boot-hk7SJs/AQ1199-001
153,Nike Free X Metcon 2,Men's Training Shoe,$200,$150.97,https://www.nike.com/t/free-x-metcon-2-mens-training-shoe-9s2JzN/AQ8306-004
154,Nike Free Run Trail,Men's Shoes,$200,$150.97,https://www.nike.com/t/free-run-trail-mens-shoes-Hk55DQ/CW5814-400
155,Nike Air Max 90,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-90-mens-shoes-0dDPPK/DM8316-400
156,Nike Air Max Pre-Day LX,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-max-pre-day-lx-mens-shoes-JBXGg7/DC5330-300
157,Nike Sportswear Swoosh,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-swoosh-mens-hoodie-2Y7gjl/826433-063
158,Nike Blazer Low X,Men's Shoes,$200,$150.97,https://www.nike.com/t/blazer-low-x-mens-shoes-SBj1Gh/DA2045-100
159,Nike Air Zoom-Type SE,Men's Shoes,$200,$150.97,https://www.nike.com/t/air-zoom-type-se-mens-shoes-QPrxxj/CV2220-100
160,Nike SB,Fleece Graphic Skate Shorts,$200,$150.97,https://www.nike.com/t/sb-fleece-graphic-skate-shorts-xZBQ5F/DH1994-010
161,Nike Challenger OG,Men's Shoes,$200,$150.97,https://www.nike.com/t/challenger-og-mens-shoes-wrhSPb/CW7645-002
162,Nike SB Zoom Stefan Janoski Canvas RM,Skate Shoes,$200,$150.97,https://www.nike.com/t/sb-zoom-stefan-janoski-canvas-rm-skate-shoes-qfDpRn/AR7718-500
163,Nike Dri-FIT Legend,Men's Training T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-legend-mens-training-t-shirt-knTPqEkv/718833-010
164,Nike Free RN 2018,Men's Running Shoe,$200,$150.97,https://www.nike.com/t/free-rn-2018-mens-running-shoe-4VTnGqeZ/942836-003
165,Nike Chance,Sunglasses,$200,$150.97,https://www.nike.com/t/chance-sunglasses-4xc9pk/EV1218-266
166,Nike Yoga,Men's Pants,$200,$150.97,https://www.nike.com/t/yoga-mens-pants-FCVVZG/CU6782-203
167,"Nike Pro ""Sports Specialties"" Script",Cap,$200,$150.97,https://www.nike.com/t/pro-sports-specialties-script-cap-THgBfK/DJ5695-010
168,Nike Sportswear Tech Fleece,Men's Shorts,$200,$150.97,https://www.nike.com/t/sportswear-tech-fleece-mens-shorts-8sXggV/CU4503-410
169,"Nike Therma-FIT ADV ACG ""Lunar Lake""",Puffer Vest,$200,$150.97,https://www.nike.com/t/therma-fit-adv-acg-lunar-lake-puffer-vest-2jQXXX/DH3075-010
170,Nike Sportswear Club,Men's French Terry Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-club-mens-french-terry-hoodie-zHSNdX/DO6163-310
171,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Soccer Shoe,$200,$150.97,https://www.nike.com/t/react-tiempo-legend-9-pro-ic-indoor-court-soccer-shoe-JjRFg1/DA1183-403
172,Nike Dri-FIT,Men's Running T-Shirt,$200,$150.97,https://www.nike.com/t/dri-fit-mens-running-t-shirt-0X7STF/DD4470-063
173,Jordan Dri-FIT Air,Men's Diamond Allover Printed Shorts,$200,$150.97,https://www.nike.com/t/jordan-dri-fit-air-mens-diamond-allover-printed-shorts-KBxg43/DD0850-010
174,Nike Sportswear,Men's T-Shirt,$200,$150.97,https://www.nike.com/t/sportswear-mens-t-shirt-2l020l/CN1427-010
175,Nike SuperRep Go 2,Men's Training Shoes,$200,$150.97,https://www.nike.com/t/superrep-go-2-mens-training-shoes-JdlPlj/DH2728-091
176,Nike AeroSwift,"Men's 2"" Running Shorts",$200,$150.97,https://www.nike.com/t/aeroswift-mens-2-running-shorts-5qt7L7/CJ7837-639
177,Nike Sportswear Fantasy Creature,Men's Hoodie,$200,$150.97,https://www.nike.com/t/sportswear-fantasy-creature-mens-hoodie-2tmLLg/DM2249-133
178,Nike Dri-FIT Victory,Men's Printed Golf Polo,$200,$150.97,https://www.nike.com/t/dri-fit-victory-mens-printed-golf-polo-3HlqLP/CU9843-842
